filepath,class,label
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\798.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2852.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2740.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3206.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3977.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4308.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3573.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3133.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6038.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\728.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\611.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5871.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4244.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1393.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\463.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3225.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1305.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\345.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4586.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2432.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3100.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1938.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2903.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2751.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3545.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2194.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3013.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5598.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2201.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4069.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4526.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4136.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2166.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5033.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1919.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2750.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4439.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2740.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5524.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6245.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1117.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\727.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2370.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\333.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5480.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5465.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5531.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4504.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\773.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\907.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2197.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1720.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1823.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2138.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\664.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2539.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5403.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\723.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\984.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2456.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4052.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2677.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5461.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5903.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1055.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4465.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5657.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3097.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4001.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1492.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4706.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2901.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4269.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2159.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4863.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\585.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2681.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3031.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2033.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1504.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1123.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5205.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2422.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1210.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\373.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5015.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2044.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\104.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4071.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3393.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5352.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3045.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5289.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6097.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3072.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\678.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1321.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\362.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5822.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5153.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5559.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1596.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2020.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2192.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5916.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2621.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4574.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2434.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5593.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1130.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2233.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2561.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\936.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5575.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3858.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5535.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4937.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6215.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3569.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4957.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4972.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3297.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4133.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5412.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\673.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3688.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5353.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1014.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1059.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6194.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4053.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4671.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1320.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1837.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\853.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3943.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\163.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3187.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2853.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5159.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1674.jpg,Malignant,1
